"panel_household_id","wave","wave_date","rotation_group","panel_status","interview_result","household_size","monthly_income","employment_adults","school_children","chronic_illness_any","food_security_score","dwelling_quality_index","asset_index","panel_weight_base","attrition_weight","panel_weight_final","income_change","employment_change","household_size_change"
"PH00032",3,2023-06-30,4,"Continuing","Complete",4,1216,1,1,0,90.8266576678523,55.8079041107242,-0.589626609398059,91.6105691902339,1.22473638278898,112.198797135287,-4047,-1,0
"PH00033",1,2023-01-01,1,"Continuing","Complete",4,9550,1,0,0,36.3900678635638,50.5380639207912,0.672781530997391,120.434962494764,1,120.434962494764,NA,NA,NA
"PH00033",2,2023-04-01,1,"New","Complete",4,2156,1,2,1,76.5725705046474,44.9275570735233,0.860330220540118,99.742654634174,1,99.742654634174,-7394,0,0
"PH00034",1,2023-01-01,2,"Continuing","Complete",5,998,2,1,0,64.7344330255809,55.3113025438393,-0.0564731942798123,113.679200150073,1,113.679200150073,NA,NA,NA
"PH00034",2,2023-04-01,2,"Continuing","Complete",4,2040,2,1,0,41.7821633766679,58.9199944463743,0.206139949773918,121.968118585646,1.26491099151317,154.278813813166,1042,0,-1
"PH00034",3,2023-06-30,2,"Continuing","Complete",7,18385,2,1,0,63.202895351879,58.5999585565699,0.567318074952569,125.540497624315,1.11686493544839,140.21177977534,16345,0,3
"PH00034",4,2023-09-28,2,"Continuing","Complete",3,20884,1,1,0,66.9808349808959,26.4796520717722,-0.452783576465123,136.469414075837,1.16281050846446,158.688068771371,2499,-1,-4
"PH00035",1,2023-01-01,3,"New","Complete",3,2616,1,1,0,84.5489706204934,45.8403283574369,1.18240498081709,125.873604849912,1,125.873604849912,NA,NA,NA
"PH00035",2,2023-04-01,3,"Continuing","Complete",5,679,2,0,0,103.826597935554,47.2514878258194,0.673848234813779,113.812459944747,1.26102941164281,143.520859401746,-1937,1,2
"PH00035",3,2023-06-30,3,"New","Complete",4,834,1,2,0,64.223902063816,70.8402209780871,1.50024051219251,138.212595235091,1,138.212595235091,155,-1,-1
"PH00035",4,2023-09-28,3,"New","Partial",2,8138,1,2,0,105.090850801471,65.1556285097869,-0.171960356663688,129.824237334542,1,129.824237334542,7304,0,-2
"PH00036",1,2023-01-01,4,"Continuing","Complete",5,1302,1,2,0,36.9491551546425,45.5585576695574,0.881120843167597,88.2968820026144,1,88.2968820026144,NA,NA,NA
"PH00036",2,2023-04-01,4,"New","Partial",4,5137,2,1,0,42.2760778913559,34.0866960495975,0.616322997108703,128.384648144711,1,128.384648144711,3835,1,-1
"PH00036",3,2023-06-30,4,"Continuing","Complete",4,2019,3,1,1,66.0362832046241,19.5105720170308,0.102346614451904,134.34842732735,1.02215625827666,137.325085782278,-3118,1,0
"PH00036",4,2023-09-28,4,"New","Complete",2,5553,0,3,0,63.0128350508337,34.4929783168438,1.22107685547299,132.722613739315,1,132.722613739315,3534,-3,-2
"PH00037",1,2023-01-01,1,"New","Complete",5,4252,1,1,0,96.4365496688634,59.3300983835422,-1.07085598971925,149.088104132097,1,149.088104132097,NA,NA,NA
"PH00037",2,2023-04-01,1,"Continuing","Complete",2,1202,3,2,0,69.8911344122617,68.3278256113786,-1.13151343827939,90.4158576251939,1.07730645758566,97.4055872877666,-3050,2,-3
"PH00037",3,2023-06-30,1,"Continuing","Complete",8,4021,1,2,0,49.3916538101196,36.1027004079559,0.74669524924641,100.235373196192,1.12559565787669,112.824500835284,2819,-2,6
"PH00037",4,2023-09-28,1,"Continuing","Complete",3,2918,0,1,0,40.3698515603572,59.9899792390186,-0.393793972765607,82.5408763322048,1.08523185192607,89.5759880815996,-1103,-1,-5
"PH00038",1,2023-01-01,2,"Continuing","Complete",4,2244,1,0,0,59.4563483901774,61.7662907591539,0.695124869452202,115.641637044027,1,115.641637044027,NA,NA,NA
"PH00038",2,2023-04-01,2,"Continuing","Complete",6,1144,2,2,0,72.1938063696896,59.6881310288789,0.887243821664946,89.4714960153215,1.28919028828386,115.345783741181,-1100,1,2
"PH00038",3,2023-06-30,2,"Continuing","Complete",3,417,3,0,0,88.6768551776014,41.6452647599037,1.50206733003042,92.2601726534776,1.24084991940763,114.481027801602,-727,1,-3
"PH00038",4,2023-09-28,2,"New","Complete",7,2794,1,0,1,67.1822277729243,32.0309990333554,-0.134406562577217,101.004775001202,1,101.004775001202,2377,-2,4
"PH00039",1,2023-01-01,3,"Continuing","Complete",5,835,2,0,1,84.9925358515801,71.8480877449439,0.526928703319497,93.7416651076637,1,93.7416651076637,NA,NA,NA
"PH00039",2,2023-04-01,3,"Continuing","Complete",8,6658,1,1,0,46.7356991776093,46.6128631680322,1.69851932360351,120.83783342503,1.04460756576154,126.22811502602,5823,-1,3
"PH00040",1,2023-01-01,4,"Continuing","Complete",2,5787,1,2,1,29.0644948902061,58.6844252756496,-0.536259301120402,86.3059327751398,1,86.3059327751398,NA,NA,NA
"PH00040",2,2023-04-01,4,"Continuing","Refused",5,19739,2,0,0,93.7232089367474,52.0596902126395,-1.11536661036967,149.843057680409,1.08392668098677,162.418888180435,13952,1,3
"PH00040",3,2023-06-30,4,"Continuing","Complete",3,316,2,1,0,54.5984712730323,38.5788213503155,1.01060313915569,139.000459334347,1.05740664228797,146.980008981218,-19423,0,-2
"PH00040",4,2023-09-28,4,"New","Complete",3,12983,1,1,0,56.46446558802,50.3834640508094,1.14947201792564,134.017583506647,1,134.017583506647,12667,-1,0
"PH00041",1,2023-01-01,1,"Attrited","Complete",6,721,2,3,0,54.8775861417333,17.4262152278879,-0.212814085644875,141.351738628,1,141.351738628,NA,NA,NA
"PH00042",1,2023-01-01,2,"Continuing","Refused",4,846,0,0,0,63.1064507954816,38.4017614093262,0.781819523033244,89.9648557463661,1,89.9648557463661,NA,NA,NA
"PH00042",2,2023-04-01,2,"Continuing","Complete",4,7428,1,2,0,91.3335611740842,55.5739394943763,0.861585680123373,85.1692814612761,1.09547161329538,93.3005301655921,6582,1,0
"PH00042",3,2023-06-30,2,"New","Complete",3,381,1,1,0,65.2248611150967,48.3180865329833,1.33786507889815,135.913024789188,1,135.913024789188,-7047,0,-1
"PH00042",4,2023-09-28,2,"Continuing","Complete",4,4573,2,1,0,15.1439022833176,29.0810207768091,-0.821979578327953,100.598003924824,1.05062951776199,105.691232351357,4192,1,1
"PH00043",1,2023-01-01,3,"Continuing","Complete",5,778,1,1,0,90.5293411824304,34.3551185212143,-0.216160651512872,138.922525173984,1,138.922525173984,NA,NA,NA
"PH00043",2,2023-04-01,3,"New","Not found",4,1614,2,2,0,69.6966135873493,29.9476111592606,0.310425329998975,120.464974094648,1,120.464974094648,836,1,-1
"PH00043",3,2023-06-30,3,"Continuing","Complete",5,1142,1,1,0,62.0974861121151,51.7092604794266,-2.18266583044859,136.78971192101,1.1119691394968,152.10593825682,-472,-1,1
"PH00043",4,2023-09-28,3,"Continuing","Complete",5,3928,3,2,1,63.4503996763101,41.93927721604,-0.322784902648091,111.105397425126,1.04544704584405,116.154809515427,2786,2,0
"PH00044",1,2023-01-01,4,"Continuing","Complete",7,2291,1,1,0,89.0684982952642,4.06335462373855,-0.116148564370383,116.135228730273,1,116.135228730273,NA,NA,NA
"PH00044",2,2023-04-01,4,"Continuing","Complete",4,176,1,2,1,48.9532087011558,44.9686230845277,-0.79077784674359,121.382983950898,1.21585955093615,147.584660357829,-2115,0,-3
"PH00045",1,2023-01-01,1,"Continuing","Complete",6,835,2,2,0,83.2962671145693,51.8801096089636,0.227406851105069,116.290850851219,1,116.290850851219,NA,NA,NA
"PH00045",2,2023-04-01,1,"New","Complete",5,11080,1,0,0,67.3648809941143,58.613596602735,-0.383684286592502,92.8607172332704,1,92.8607172332704,10245,-1,-1
"PH00045",3,2023-06-30,1,"Continuing","Complete",4,252,2,2,0,69.5354623255321,48.3489858374946,-0.851295187727824,123.796663887333,1.12889982031193,139.754031617626,-10828,1,-1
"PH00045",4,2023-09-28,1,"Continuing","Complete",2,1541,2,1,0,63.5639340715961,32.4602497583423,-0.515867409812899,88.0392973171547,1.11385460942984,98.0629771276766,1289,0,-2
"PH00046",1,2023-01-01,2,"Continuing","Complete",4,1688,2,1,0,81.389367173143,50.0668053952033,-0.751558808515792,109.800378400832,1,109.800378400832,NA,NA,NA
"PH00047",1,2023-01-01,3,"Continuing","Complete",3,672,0,0,1,69.1225860084556,58.243919249288,1.65406749650093,102.73101283703,1,102.73101283703,NA,NA,NA
"PH00048",1,2023-01-01,4,"Continuing","Complete",5,1647,1,0,0,83.9540282296701,68.3757184026781,-0.107866596910906,99.0511922049336,1,99.0511922049336,NA,NA,NA
"PH00048",2,2023-04-01,4,"Continuing","Complete",8,387,2,2,1,68.5806337725535,29.7656346849086,-1.22790456345453,148.57881894568,1.12422794795129,167.036460732329,-1260,1,3
"PH00049",1,2023-01-01,1,"Continuing","Complete",3,3137,3,1,0,49.6464402117805,20.1139250071631,-0.562488523011046,92.9809961584397,1,92.9809961584397,NA,NA,NA
"PH00049",2,2023-04-01,1,"New","Complete",4,1427,1,2,0,65.8387650362895,74.1829991213805,0.0123603825843644,124.417017672677,1,124.417017672677,-1710,-2,1
"PH00049",3,2023-06-30,1,"Continuing","Complete",5,810,2,1,0,91.4282017204318,42.2476667595711,0.264939556364974,80.1148556359112,1.26771348998882,101.562683238151,-617,1,1
"PH00049",4,2023-09-28,1,"Attrited","Complete",4,669,2,0,0,76.7631298997837,54.7804365513863,-0.434382945404233,88.0420282506384,1,88.0420282506384,-141,0,-1
"PH00050",1,2023-01-01,2,"New","Complete",6,1858,2,1,1,72.0450979815518,36.6243537735551,0.517269114689316,137.101449866313,1,137.101449866313,NA,NA,NA
"PH00050",2,2023-04-01,2,"Continuing","Complete",4,1881,1,2,1,62.8940513140885,51.3938158245973,0.624139223526277,143.427646565251,1.22787498252001,176.111219019193,23,-1,-2
"PH00050",3,2023-06-30,2,"Continuing","Complete",9,1095,1,3,0,44.0250592393184,34.4364613029596,-0.992394681597174,109.06266837148,1.12643587437924,122.852102209161,-786,0,5
"PH00050",4,2023-09-28,2,"New","Complete",3,1609,2,0,0,60.1781108496348,75.6844540651151,0.172230172632226,122.170613210183,1,122.170613210183,514,1,-6
"PH00051",1,2023-01-01,3,"Attrited","Complete",4,461,1,1,0,84.1011674254719,68.2803608370024,-0.516657690937807,138.151840150822,1,138.151840150822,NA,NA,NA
"PH00051",2,2023-04-01,3,"Continuing","Not found",6,4058,1,1,0,103.205083783958,69.2117313155209,-0.449698471820849,108.423621070106,1.15450936856214,125.176086298868,3597,0,2
"PH00051",3,2023-06-30,3,"Continuing","Complete",2,2423,0,2,0,78.3334750423219,68.0127757619544,0.927822663728173,126.477913861163,1.14753319227602,145.137604245512,-1635,-1,-4
"PH00051",4,2023-09-28,3,"New","Complete",7,6040,2,0,0,56.0640451816254,65.3354827046732,-0.743198233940564,139.040461289696,1,139.040461289696,3617,2,5
"PH00052",1,2023-01-01,4,"Continuing","Complete",7,274,2,1,0,90.1719985574243,27.2219594376763,-0.38088649099354,94.8360327421688,1,94.8360327421688,NA,NA,NA
"PH00052",2,2023-04-01,4,"Continuing","Complete",2,891,2,3,0,110.017324114629,51.7175770205512,-0.710131865775764,102.044359957799,1.13642665250227,115.965930393578,617,0,-5
"PH00052",3,2023-06-30,4,"Continuing","Not found",4,1766,1,3,1,93.429724251531,37.9240120479174,0.229443793497583,81.4726795419119,1.04840948779602,85.4167302279048,875,-1,2
"PH00052",4,2023-09-28,4,"New","Complete",4,3705,2,1,0,81.7219541155753,66.1845797482108,1.22041753724175,89.1890120669268,1,89.1890120669268,1939,1,0
"PH00053",1,2023-01-01,1,"New","Complete",9,1319,1,2,0,91.0169928831075,39.0668917109993,0.517659587519804,104.957523702178,1,104.957523702178,NA,NA,NA
"PH00053",2,2023-04-01,1,"Continuing","Complete",3,5923,3,2,0,56.7731921043632,62.9090146511834,1.32897982868939,106.777256075293,1.23031264797319,131.369408665305,4604,2,-6
"PH00054",1,2023-01-01,2,"Continuing","Complete",4,1235,1,0,1,46.1988106010814,50.6599550086081,-0.746634784837109,130.797725880984,1,130.797725880984,NA,NA,NA
"PH00055",1,2023-01-01,3,"Continuing","Complete",3,1700,2,2,0,47.8235600756374,62.2456308175249,-1.05251101941476,128.857887261547,1,128.857887261547,NA,NA,NA
"PH00055",2,2023-04-01,3,"Continuing","Complete",5,12045,2,1,0,66.8014576696016,34.8248295904116,0.936452212560515,83.6695244745351,1.24912675549276,104.513841640498,10345,0,2
"PH00056",1,2023-01-01,4,"Continuing","Complete",4,10899,2,1,0,26.9156404269824,69.6549343428762,0.175339803619495,91.6586477239616,1,91.6586477239616,NA,NA,NA
"PH00056",2,2023-04-01,4,"Continuing","Complete",5,4446,2,3,1,134.582184819138,44.6258805229268,0.536051894629777,94.1134392749518,1.1767964301398,110.752359366942,-6453,0,1
"PH00057",1,2023-01-01,1,"Continuing","Complete",4,2687,1,2,0,48.2714649698727,28.9523577751591,2.70787164800733,113.480656929314,1,113.480656929314,NA,NA,NA
"PH00058",1,2023-01-01,2,"Continuing","Complete",5,28544,2,1,0,61.9488128492376,33.1126319710741,-0.324845736934789,111.928649246693,1,111.928649246693,NA,NA,NA
"PH00058",2,2023-04-01,2,"Continuing","Complete",7,3190,3,3,1,29.9976665082932,44.1216767347427,0.80311229214189,117.115372705739,1.08405972896144,126.960059192601,-25354,1,2
"PH00058",3,2023-06-30,2,"Continuing","Partial",7,4187,2,1,0,68.256632022729,54.3341068006776,0.820777459592361,147.832362158224,1.05143413387705,155.43599166483,997,-1,0
"PH00058",4,2023-09-28,2,"Continuing","Complete",3,2802,1,2,0,63.8445761427706,60.69736385373,0.220177884286183,117.409901651554,1.14679858977906,134.6455096401,-1385,-1,-4
"PH00059",1,2023-01-01,3,"Continuing","Refused",5,1097,2,1,1,36.1667420299796,22.5980613250636,-0.422389504650769,107.762058647349,1,107.762058647349,NA,NA,NA
"PH00059",2,2023-04-01,3,"Continuing","Complete",4,957,2,2,1,68.9222402162005,35.0146078427643,0.0338215593961611,116.293059657328,1.01843324257061,118.43671783527,-140,0,-1
"PH00059",3,2023-06-30,3,"New","Complete",5,11802,2,1,0,52.7156762738065,60.5850385487577,0.403973451190777,107.770907920785,1,107.770907920785,10845,0,1
"PH00059",4,2023-09-28,3,"New","Partial",7,1167,1,2,1,54.7083215698564,31.7192473872884,0.308533078201755,87.9188890336081,1,87.9188890336081,-10635,-1,2
"PH00060",1,2023-01-01,4,"Continuing","Complete",3,128,2,3,0,70.6030025708068,21.6297037472779,0.439403485497496,127.783352432307,1,127.783352432307,NA,NA,NA
